"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","wiI7pd","w8nwRe","dSlJg","Hzvxle","pkWtMe","dSlJg 2","znYl0","uEubGf","bC3Nkc"
"https://lh3.googleusercontent.com/a/ACg8ocIbH9rRZm9omiJd7w2WF7w_5hLW2eTNqZXBB4zrDCek=w54-h54-p-rp-mo-ba3-br100","Durgakshi Vaidya","Local Guide · 11 reviews · 40 photos","","","5 years ago","Typical government staff who doesn't want do their job.. big space too many buildings and confusing work pattern with no assistance.. except for students who are already stuck with their own problem no one would help u much..","","","Like","6","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJcsn5f6jOyLVcKDEXZ41yf5pL_CFzPP9Ql0B08zdHk=w54-h54-p-rp-mo-br100","Navin Singh","7 reviews","","","6 years ago","Very poorly managed by govt. The most unorganised place in India. Felt extemly bad visiting there. Very poor management. Most unorganised sector in India. There are no negative star so I m setling with 1 star 👎 …","","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX9cGY7iDpy_Jrtno9daLURgU78OluXiqhe_rqXrmLdKU4=w54-h54-p-rp-mo-br100","Mayur Desale","4 reviews","","","3 years ago","Wrost University For Post Graduation
Please don't take admission🙄🙄
Jalgoan University is best than Mumbai …","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV7HHOuxtjA_nw7O7bUJwXHWaQrbnTcmF39MPk_3RD6BhE8=w54-h54-p-rp-mo-br100","Mansha Bansal","25 reviews · 91 photos","","","a year ago","Big campus area and offers bachelors, masters and doctorate degrees in various streams.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVvtXOmH-a0MKQ3dbcxFm5FkU5xuVr9YabzDQ-6y0dCqSA=w54-h54-p-rp-mo-br100","Udayan Chakraborty","287 reviews · 36 photos","","","8 years ago","One of the oldest educational institute of India. Several notable personalities are alumni. Campus is full of greenery.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJE4mi1Qfll-r_hB9VowTiQWC_P_j-nHqNVGzoD2J7Q=w54-h54-p-rp-mo-br100","Priya Goswami","3 reviews","","","6 years ago","WORSE QUALITY OF SERVICE , NO ONE ANSWERS YOUR QUERIES , U KEEP MOVING FROM ONE DESK TO ANOTHER LIKE TYPICAL GOVT OFFICE .
PHONE CALLS ARE NEVER ANSWERED , EMAILS ARE NOT EVEN READ I FEEL , U KEEP …","More","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIj5ETjNGnDayUhKUW4_tQrFrSdlnS6DsQDWltuk2vPtQ=w54-h54-p-rp-mo-br100","bibha kumari","5 reviews","","","a year ago","It has one of the oldest infrastructure. It has nice environment and facilities.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXGrCca2wD-txXS1ljeIVz8O-Z1eiOy8gqfqO4-DMkafpE=w54-h54-p-rp-mo-ba4-br100","Sandeep Manware","Local Guide · 54 reviews · 91 photos","","","4 years ago","Mumbai University is one of the best University in the world. There is a neharu library which is the biggest library in the India.","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIClHnQNDSNOT9Wm6WweE4pGUFh6EUAwNP3TCpwomlJ=w54-h54-p-rp-mo-br100","Zainab Hozefa","6 reviews","","","6 years ago","disappointed with the university, students are waiting for results and there is no response from mumbai university it will be good if you work on your system and solve all the problems as soon as possible and please try to provide results on time. Thank you","","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIZiBzhPpjL696_qxqwOEns8sswe7853DmJ9ZxBzw4rOQ=w54-h54-p-rp-mo-ba4-br100","Rangarajan R","Local Guide · 89 reviews · 1 photo","","","6 years ago","i have dome  BSC (physics ) ,MBA  from mumbai university  quality of education is good  but results are getting delayed","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXejG9zjU_kcmcn4570t0KiNRf2QTQ84h5IMzSPwGnN7wE=w54-h54-p-rp-mo-br100","priyanka khatter","20 reviews","","","a year ago","The place offers excellent courses and placement for aspiring students.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVU2qCYjscilyzDnPiYpCgzZO1CuL0mB9pxrvylVXPCWFTg=w54-h54-p-rp-mo-ba3-br100","Ravi Bhargava","Local Guide · 40 reviews · 1 photo","","","a year ago","Clean and good University one of the old University of India and architecture is amazing","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVxkUuZbSBsSDAF8Eewm-D86WT8sDh4lgr7I8359ZK9BvFo=w54-h54-p-rp-mo-ba3-br100","Fazil Qureshi","Local Guide · 23 reviews · 67 photos","","","3 years ago","Worst service, for revolution of subj I ran for more than 6 months & finally still I didn't know my revaluation marks!!!! I gained frustrated experience from there!!!!","","","Like","7","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXNU6rRpprTSJvFSPqktYxCk9gPTBH3hzTEh1Hx6vlWKg=w54-h54-p-rp-mo-br100","parag bhattacharya","12 reviews","","","a year ago","One of the old universities, with notable alumni and wide offering of courses.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX483eYg-SjudelrsgHbDe7xXD8vtoA4gukpQSt64bP4cM9=w54-h54-p-rp-mo-ba6-br100","DEEPAK RAM","Local Guide · 636 reviews · 488 photos","","","8 years ago","""One of the oldest educational institute of India.""
""Good university, with good campus and decent placement for masters.""
""Easy syllabus.""","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVb8QuQKR8hizfdXfdoaHfMFZYR9EyP61XiXWZiOsu_ZWw=w54-h54-p-rp-mo-br100","Manik Patil","9 reviews","","","a year ago","University of Mumbai. One if the best universities if Maharashtra.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXoRM_H-asvzgpf-f_s96NS7_CoXohm9z3B06kl15QzLfw=w54-h54-p-rp-mo-ba3-br100","Yash Kameshwar","Local Guide · 22 reviews","","","8 months ago","Good institute but has flaws that can be corrected","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLqxBBLieNwhYG6yNs0vPnwqDkQaTCSk6COMiDkiXTc=w54-h54-p-rp-mo-br100","Deepali Salunkhe","3 reviews","","","a year ago","It's a best University all over India ...","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU2bdYshso3ewsqiVDVfliDBUcEvmfpdSWwPyI0sohExDA=w54-h54-p-rp-mo-br100","Dj Ashkay","3 reviews","","","5 years ago","Been trying to call on the given number @mumbai university but it is always busy or down with service, i have tried 100 times but not even a single call has got connected and for small small query students have to go and visit the campus.","","","Like","4","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocL3MPqzhmHjCF2ZWyIjvPHka8BKQTAQ7lIA51grAV2R=w54-h54-p-rp-mo-br100","Vijayalakshmi Lakshmi","12 reviews","","","a year ago","Excellent campus with nice environment. Great facilities.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXJey52Y4vxvvwR6wVEOSTHfu2IGPqZzUnFA-0gPaHIkWM=w54-h54-p-rp-mo-br100","Hemani Singh","9 reviews","","","6 years ago","Totally pathetic, not only do they not respond but when you call to enquire they are extremely rude to people. Honestly try restaffing and changing your management system Mumbai University, it is very disappointing
Regards- A frustrated student","","","Like","8","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXzwwdPKnoWr5tPDz2L9C4OEMfIFBNsPWlCcbKaS55SO_4=w54-h54-p-rp-mo-br100","Lovelyn Serrao","3 reviews · 3 photos","","","6 years ago","I won't even give them one star...... Please don't spoil your carrier by going to this University... Especially people who come from other educational board....","","","Like","7","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWIAjYONBo-PrXVxaQmcqe4qwjhZW8qrN0lNnxEE2Vw5Q=w54-h54-p-rp-mo-ba4-br100","Ajit Desai","Local Guide · 110 reviews · 200 photos","","","a year ago","Huge campus with section wise building and their department. Parking is available in it.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWB9S0aarMWjdq6W5-bHY8PgoTTig8Mo-_bc-xnXUTF3RQ=w54-h54-p-rp-mo-br100","Abhijeet Shinde","1 review","","","6 years ago","Worst rules and management but when i visits to M.J PHULE BHAVAN ,that staff really good caring.They ask about my issue n difficulties nd also solved it without any problem. And told me that if u r facing any problem in ur college then call …","More","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX8oG43wXL0tvmBiwytSWq80QxGFLESQdcIpVv0flx8K3Nb=w54-h54-p-rp-mo-ba3-br100","Manas Gouda","Local Guide · 26 reviews · 22 photos","","","8 months ago","One of good university I came across","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX-D6oZtyGzOIp34SDIp_U193mmeIBLx327ldLm5AZI0GE6=w54-h54-p-rp-mo-ba3-br100","amit anand","Local Guide · 56 reviews · 25 photos","","","a year ago","Oldest and one of the most premier universities….temple of knowledge","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUEWlzJkxxgy4Ass8SCV5E40GY2FtnLDQGKTXjeqcgIyQ=w54-h54-p-rp-mo-br100","Shubham Sharma","2 reviews","","","7 years ago","cooperative staff and management speedy work is done but poor infra and still lacks competition to DU AND other universities","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVdcp6nndR4GFw69DSGNuzAIX1deFtVLYLgLA0uLttIEFh8=w54-h54-p-rp-mo-ba4-br100","Himanshu Rawlani","Local Guide · 70 reviews · 394 photos","","","6 years ago","All the stunts performed here are by professional and trained artists, please don't let your child imitate them. Stay safe don't try this !","","","Like","14","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUJCyFisbXvTnXg2w7_IjpIEngGEY7i4kbMVurlrpv6T1Ef=w54-h54-p-rp-mo-ba4-br100","Haju Mustafa","Local Guide · 81 reviews · 139 photos","","","6 years ago","Good and clean place.but no one is honest with his duty. Always late .if you wanna go for some work specially in exam cell go after 11 am. Or else have to wait for long.","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLd4JauZg2W_AB8FXXaBHC9AiuHCk50MT9PSnRfy2JoQkA=w54-h54-p-rp-mo-ba2-br100","Anjali Nalawade","Local Guide · 12 reviews · 4 photos","","","6 years ago","Really worse customer service
They never give you attention if you are boy
Really jerk staff. …","More","","Like","5","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUmsM7V-YbXkE2IJlZuXXPAf7vTkogbI0njj9XB0hvKKyI=w54-h54-p-rp-mo-br100","TINA DUTTA","3 reviews","","","6 years ago","very poor and hectic procedure for admission 2017-2018,it is not at all expected from Mumbai university. wasting money of common people for admissions.","","","Like","4","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLFAv3QeSaB89RF2nbK3dwF_nrv1qLwRcvtq8mIsEy3g4o=w54-h54-p-rp-mo-ba3-br100","Paulam Rana","Local Guide · 44 reviews · 16 photos","","","5 years ago","the condition of this university is completely pathetic..if you give a call on their respective provided phone numbers you won't even get a response also and if anyone goes there for any kind of solution that person is going to get trapt into all sorts of troubles...","","","Like","8","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIahU6xj5jxLMPhL4ScxuTJXPJ5zE1dhMXvS4w656O8=w54-h54-p-rp-mo-br100","Ajay Singh","1 review · 3 photos","","","5 years ago","A big campus of Mumbai , we could make it a world class university, but efforts of top to bottom employees of this university is good for nothing.hopeless....","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWn9IxU0XdNH9I1TsaHt5KXmjox1r8YDLEKB4LpMaVDw6k=w54-h54-p-rp-mo-ba4-br100","Harshad Patil","Local Guide · 124 reviews · 35 photos","","","5 years ago","At entrance there should be one big map about university so that all can go to there place easy because I was telling around 1 hr for my place","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX1NkyQj4R3IxjhnHhkxsrpVyOcq-Urua_nLUBMoAPStQ=w54-h54-p-rp-mo-ba8-br100","Nilesh Nag","Local Guide · 649 reviews · 1,256 photos","","","7 years ago","One of the best universities with not so helpful staff.. it provides with major courses and affiliation to colleges.. it also has a distance learning program..","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKAu7OzUH13iz8nyeQw_tGJP1IuQ66R7q6gasFi3eWA=w54-h54-p-rp-mo-br100","Danis Marshall","1 review","","","5 years ago","mumbai university doesn't deserve even a half star. They don't even update the info and wrongly failing students.!!!","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUB5L-tJrguw5t5LC8eotbXkOWk3VYiN8Ym6CZ2dUyVUuU=w54-h54-p-rp-mo-ba6-br100","KRISHNAMOHAN PATWARI","Local Guide · 456 reviews · 3,461 photos","","","2 months ago","Best University in Mumbai","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX6KMhp7bHubRwqafKk-jQxmdQw4jafHjFE7eFqgq6JNT8=w54-h54-p-rp-mo-br100","Tiasa Adhya","15 reviews","","","4 years ago","been waiting for almost 2 years now to apply for MRes. the university is very slow and do not value students. it should be sued.","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV8BgRk1L82ZIPWuCqgEO7DtMSlrDdUut4IIqLlFIuA6g=w54-h54-p-rp-mo-ba4-br100","Rohan C","Local Guide · 91 reviews · 43 photos","","","4 years ago","Please blacklist LP Raval college in mira road, from the staff to the director they all are a bunch of thieves,who black mail & are only minting money & not bothered of education.","","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW0D7raVycBs6m4gzCLMgKf1nB0bNvNWz0oJnOMXW3W9p4=w54-h54-p-rp-mo-br100","Achmad Mujtaba","2 reviews · 3 photos","","","4 years ago","I'm student of Indonesia, i got ICCR Scholarship 2019, and now i don't know how to come, To University Of Mumbai, May be the Officer can pick me Up....???","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVkKS2nPlJLqsAOmMcjis7Bxu3Q8Pcml_FuIpi4bv2dTGN3=w54-h54-p-rp-mo-ba5-br100","Josian Zoïle","Local Guide · 120 reviews · 609 photos","","","4 years ago","International Conference on Disability Communication 2017","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUClHyZLWw8JCWO0pCUPV0Lv5aWYb3WlGBPme2l4OAopfUB=w54-h54-p-rp-mo-ba5-br100","RDP","Local Guide · 147 reviews · 53 photos","","","5 years ago","Worst place. They have not upgraded with time. Still there processes are manual. No co-ordination between departments. Their phone numbers are not reachable any time. People go here as there is no option for them.","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW27NZPBrT4BoA9yZBF56PBtKG4RWmKQ9_nkMQc9YnPStY=w54-h54-p-rp-mo-ba3-br100","AJAY SANGHRAJKA","Local Guide · 37 reviews · 93 photos","","","7 years ago","Good for education and advanced studies. Ample free fresh for anyone, everyone. Budding technocrats for Indian future.","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUwGjTkgWqg4_iBtjA06ggrnvGRA0UOD4GgjGXhgUMFtg=w54-h54-p-rp-mo-ba3-br100","Amber Singh","Local Guide · 37 reviews · 7 photos","","","a year ago","Superb college with amazing faculty and education quality.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXbUw2vuJtOeW8haROfY64RWz7aBLRAHMsUJ5-BiS7BDr4=w54-h54-p-rp-mo-ba6-br100","Mahendra Sharma","Local Guide · 706 reviews · 3,416 photos","","","3 years ago","Not properly managed location..support staff are really very helpful here at Fort but at kalina..all will make you run behind..","","","Like","6","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVYJa0L4UX9EXwyuVBrAOi34DeXCEUM5R83aKoidZSCiQ=w54-h54-p-rp-mo-br100","Dharmendra Ray","13 reviews · 4 photos","","","a year ago","Oldest premium university India, Good teaching environment","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUlsJwHsmblnXPpo8mfNisXZ3TOcWOg9HUSH3iSYKMT2aLn=w54-h54-p-rp-mo-br100","Tanmay Patil","4 reviews","","","5 years ago","Worst experience ever, staff is pathetic in bms department i had gone more than 5 times just to collect my marksheet wasting my whole day over there and in the end they are will say come on this day you will get marksheet but still i won't get it all are liars over there worst management ever shame on MU.","","","Like","6","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJMqQ8fZWMKQj2RWZ4iVc5GOV_cfmA1dEs33izHfnoZ=w54-h54-p-rp-mo-br100","BRAJ KISHORE SINGH","9 reviews","","","a year ago","It's an immense pleasure to be a part of the University of Mumbai.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ6vzVnoqZGJWMtYwiriZ0tEcbdx22RNpCwwhYO3gEG=w54-h54-p-rp-mo-ba4-br100","Abdul Wahid Paperwala","Local Guide · 19 reviews · 271 photos","","","a year ago","Love it's architecture so much, it's a music to my eyes.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWrMNtTbl8NYA7U23n_3BMdgTPeXUvieWt25m0HAqnAo1o=w54-h54-p-rp-mo-ba4-br100","Govind Karki","Local Guide · 20 reviews · 88 photos","","","a year ago","Nyc college.
Great lecturer.
Friendly study environment.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW3ns9he9etDeTNrnshSwJOnrHhqKRCsmtsogsBji69AOu8=w54-h54-p-rp-mo-br100","SHUBHAM yadav","11 reviews","","","a year ago","Teachers here are knowledgeable and well-versed in their fields.","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKQgwlds8KAsHowhfNpiEi4-94zUDZjwexaaiLzCeFr=w54-h54-p-rp-mo-br100","さんOkabe","3 reviews","","","6 years ago","No one picking up call and official website is not working .none of the student are able to check the change in date of IT 2017 exam atleast have a mirror server for back up.students r even struggling in diwali vacation ..shame on u guys","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKp-JXxzrK2o_JEbJaGI9UOlD4PGvxKIhn72r8Kaeod=w54-h54-p-rp-mo-br100","azim khan","1 review","","","6 years ago","disgusting management unqualified staffs illeterate peoples should file a case over university. wasting a year of students poor very poor service. should shut down this university ban this university","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVruexyV21GxvUj8ic1hkxeY07jgdZlEIZhjEX77KWi7vTg=w54-h54-p-rp-mo-ba6-br100","ravi tiwari","Local Guide · 541 reviews · 584 photos","","","7 years ago","It's renowned university in Mumbai has great campus full of greenery.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWpEdfWFj_75UFnvApITTOPBf3zSa_M6xCety02-SmOajc=w54-h54-p-rp-mo-ba4-br100","JP Yadav","Local Guide · 41 reviews · 8 photos","","","a year ago","First and oldest campus of the university.
Established in British era.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKALCcZ37J5CDbSyvYtbxBl88bph5ZdjeVWITAUedYm=w54-h54-p-rp-mo-br100","Kingsly David","1 review","","","5 years ago","This is one of the worst institute in Asia. To check this out please try to call this university. They help people and students to ruin their life.","","","Like","4","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVO8_pIl69St8UBBtVrd1gf0gW74q_uIZnX5ISSL6zjtbQ=w54-h54-p-rp-mo-ba5-br100","sonu k gupta","Local Guide · 143 reviews · 1,022 photos","","","3 days ago","Nice and clean","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJDQxflfdITVcLNXkLrzmIHRsHILrwiK2AL0lzlEt66=w54-h54-p-rp-mo-br100","aditya paurana","8 reviews","","","7 years ago","Poor infra.Poor staff.Poor student support.
The only reason why students still struggle to seek education.
And being a citizen we pay education tax #ashamed","","","Like","12","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVAXfG5RTAKsUKgVBHWCj3ziMVYiZAzt33nod4FfAaDlw=w54-h54-p-rp-mo-br100","Ashraf Habib","11 reviews","","","a year ago","Good institutes of the country.Great learning environment.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIBRXVdJgweq68eSmT1K_GQGRlN6lz3C1L3UNl2mCj5=w54-h54-p-rp-mo-ba5-br100","Pooja Gupta","Local Guide · 91 reviews · 1,144 photos","","","6 years ago","Campus is large.but syllabus for graduation and postgraduation is very old.need improvement in syllabus and teaching method.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIT7s9tLdtJ1qkKR4IG4I4zthGiYqxNKmvU-KmKBZM9=w54-h54-p-rp-mo-br100","moez maqsood","9 reviews","","","4 years ago","Not even deserves one star it's so pathetic it doesn't even deserves Mumbai in its name. Name it as third class University with no English speaking staff","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXNadH1MMIoRjdcjtNw_TQBTmINrSTfCzhUzBunCpvAGXs=w54-h54-p-rp-mo-ba4-br100","Laxmi Dandgi","Local Guide · 59 reviews · 271 photos","","","6 years ago","Worst university
Hopeless management
Corrupt people …","More","","Like","6","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXB_wiyEdwvJGQRkCtnjcIrOZUnzqGR-H0vcZdV31oPvus=w54-h54-p-rp-mo-ba4-br100","Pratik M Bhalerao","Local Guide · 108 reviews · 84 photos","","","4 years ago","It is quite big place. If you have the poster map placed there with you/ in your camera, then you will not miss the department where you desired to be.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLZq-7WPe4_ouFuw0wv5w5cNnIh8JFRliuajOvplGJD=w54-h54-p-rp-mo-br100","special clip","1 review","","","6 years ago","We agree examiner are human being not robot...but 4 month sa tumhara human being muh ma la k batha h Kya ...bc","","","Like","5","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLiipOjhWE4KyCPMRo-IskKcn16SGF9DeBhG9F32L5N=w54-h54-p-rp-mo-br100","Hemlata Sharma","1 review","","","10 months ago","one of the best universities across the globe","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVDdnZCuY-RYXIBFx2EUH0f-sZt1MU1XISSEFTR3i5jAvs=w54-h54-p-rp-mo-ba2-br100","Danish Khan","Local Guide · 8 reviews","","","6 years ago","Disgusting staff and their disgusting behaviour. Your work won't be done until you visit university 3-4 times. You can't expect any good response from them.","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKALhDWsoN7hSc_WQ47vpkyrAV3duC_6iS-IIM3i1brRg=w54-h54-p-rp-mo-br100","karan gangurde","6 reviews","","","2 years ago","Is exam department of Mumbai university located in kalina branch or fort branch? please someone tell","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXpqNEYrqxVBdIE4-uk8zR-6PGV0IBawdjSJMGbMnd0Sg=w54-h54-p-rp-mo-br100","Ayyar Sonu","1 review","","","8 years ago","We are living in mumbai, so we cannot go for any other university...... Bcoz for further studies or for job we will no get preference","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXgVadkgCD04HwpKitE9_4XGKslozUXhJ0zYI___hifJg=w54-h54-p-rp-mo-ba4-br100","Siddhant Shukla","Local Guide · 169 reviews · 51 photos","","","7 years ago","i am also a student of Mumbai University , and the mumbai university is the one of the best  institute for the study in india","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWp5GBfimJPVtx0tDPtON6jDYOQUhNMc14blqhnfGmh9KQ=w54-h54-p-rp-mo-ba4-br100","Raj Vorani","Local Guide · 52 reviews · 226 photos","","","6 years ago","Standardized Education, One of the popular university Experienced Staff but No one to respond for Students and lack of information and coordination among staff","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUxgZaaPZ-mhq4nGCjpYMAUqH2hWI_fE2rfDVc5YOUjKnpk=w54-h54-p-rp-mo-br100","Sagar Gaikwad","265 reviews","","","5 years ago","#Third class university!!!!!!
#Worst university ever!!!
Taking money on time for exams,kt and revaluation but not declares results on …","More","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWejI6pTQ4lhiHpRisGrPJxcKuA9ZrImMynSMt19N8l2-s=w54-h54-p-rp-mo-br100","Ehsan Ullah","2 reviews · 4 photos","","","5 years ago","Mumbai university is good or symbiosis university for international students. Please help me in choosing.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWfIp5eBRvsQgiSugwzk4-Eq5702XbBZMVgVH6vroAibZKe=w54-h54-p-rp-mo-ba2-br100","Chandraprakash","Local Guide · 18 reviews · 8 photos","","","6 years ago","contacting from last one month on all the numbers which have provided to contact university.... but not a single call is picking up","","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU9YzTSyW7IalDAVIGC9FttzEA9R-z1OlBiDmkzUvPvq3XK=w54-h54-p-rp-mo-ba2-br100","Harsheel Mehta","Local Guide · 8 reviews · 4 photos","","","6 years ago","WORST
no response
no responsibility …","More","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJGhFfWvBikvZlKS1HW9HpLKaKXLyfX4K-NsJMb7L-JuA=w54-h54-p-rp-mo-ba4-br100","Zaki Ansari","Local Guide · 69 reviews · 3 photos","","","6 years ago","Pathetic service they have ruined the life of students by misguiding them & most of the staff do speak English & they are not well educated. Please change the staff hire young & educated people.","","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWin4Wv6kB9-8A9Z_xAU2kDd7GRWtX4JO8YYCPPAK8c7fXY=w54-h54-p-rp-mo-ba5-br100","Mudassar Pinjari","Local Guide · 228 reviews · 743 photos","","","6 years ago","An iconic place near Bombay highcourt..","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJYGtJv0TNuLYfONibQvwTIqmpoZouOuhdPRcowSVfU=w54-h54-p-rp-mo-br100","Dattatraya Karne","1 review","","","a year ago","I am studying in University of Mumbai. I like it.I Proud it.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIBmntBzpYx6B5zpJKUMCgThdjVG9iityE5ZqHdI4Fc=w54-h54-p-rp-mo-br100","Chaht Designer","3 reviews · 2 photos","","","7 months ago","Very good Mumbai University","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXGG8r01UPN_Rvz-nOlevGmcjWPLqgVxf5OK-Ycu7iFCiE1=w54-h54-p-rp-mo-ba4-br100","Sahil Taple","Local Guide · 94 reviews · 288 photos","","","7 months ago","Pls share the book collecting timing","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU00-af--uO_dctVhNxMbtdMoDvkm9KJWns_IJ9qzgwfL8=w54-h54-p-rp-mo-br100","Dhaval Tamhankar","3 reviews · 1 photo","","","6 years ago","One Of The Worst University In The World , Dosen’t Care About It’s Students , Exams Start Late Than Their Commencement Time , Very Poor , DONT EVEN THINK OF JOINING","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIZi49ZC7-SZU-demZZqb7zuBHbEq5Eg4r38Bw5Pclz=w54-h54-p-rp-mo-br100","Ashish Gupta","1 review","","","6 years ago","Arogant staff poor management taking a  advantage of government job ignoring students not attending the calls from students using abussive language this people are main reason for country downfall","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXdGF9xkDPFRlVWtkcEJ69YWUSmqG_2Xeq94QWNsIbje3c=w54-h54-p-rp-mo-br100","Narola Gems","1 review","","","6 years ago","I DON'T WANT TO GIVE ANY START OF THIS UNIVERSITY BECAUSE THEY DON'T DESERVE,  STILL MY PAPER NOT CHECKED ONLY MENTION THERE  HELD IN RESERVE... AND ALSO NOT RECEIVED ANY CALL .. WHAT GOING ON YAR...","","","Like","1","","Share","",""
